21,45,12,g
20,41,8,g
20,42,8,g
21,41,11,g
9,31,109,o
9,29,107,o
8,28,107,o
6,27,102,o
6,25,103,o
6,25,103,o
7,25,95,o
5,23,98,o
5,23,100,o
0,127,170,y
0,128,174,y
0,129,175,y
0,125,169,y
0,126,174,y
0,126,174,y
0,122,166,y
0,124,169,y
0,122,169,y
4,13,87,r
7,12,91,r
5,11,91,r
4,11,82,r
6,11,87,r
5,10,86,r
4,10,76,r
5,10,79,r
5,9,77,r
164,75,19,b
194,83,17,b
193,82,17,b
150,67,17,b
195,77,7,b
194,71,5,b
132,57,15,b
193,70,2,b
193,64,0,b
94,95,102,w
94,94,102,w
93,92,98,w
91,91,98,w
92,90,99,w
90,87,96,w
80,81,87,w
75,78,83,w
73,73,78,w
20,54,3,g
21,54,4,g
21,53,2,g
19,52,1,g
20,52,1,g
21,51,0,g
16,49,1,g
18,50,1,g
20,48,0,g
0,24,153,o
0,22,153,o
0,20,152,o
0,22,147,o
0,20,148,o
0,18,146,o
0,20,139,o
0,19,138,o
0,18,138,o
3,73,97,y
1,72,98,y
2,71,96,y
2,71,96,y
2,72,99,y
1,70,98,y
2,66,89,y
1,71,98,y
2,65,92,y
15,25,76,r
19,27,77,r
17,24,77,r
13,21,64,r
14,19,63,r
13,19,69,r
17,20,57,r
20,20,58,r
16,19,63,r
59,38,28,b
58,33,17,b
62,34,17,b
54,31,14,b
57,30,9,b
62,31,12,b
55,26,10,b
57,26,6,b
61,29,12,b
65,76,78,w
66,76,78,w
66,76,79,w
67,74,73,w
48,58,61,w
70,77,80,w
70,73,72,w
70,75,75,w
71,75,77,w
19,43,15,g
19,42,13,g
20,43,14,g
18,40,10,g
18,40,9,g
18,41,11,g
25,40,8,g
20,39,8,g
21,41,14,g
12,34,113,o
8,29,113,o
8,28,113,o
6,27,105,o
4,25,106,o
5,26,112,o
5,24,97,o
4,23,99,o
5,25,111,o
1,65,91,y
1,69,97,y
2,66,91,y
1,69,96,y
1,75,105,y
2,71,99,y
2,62,79,y
1,70,96,y
2,71,98,y
12,22,66,r
13,20,69,r
14,20,68,r
12,19,61,r
13,18,62,r
13,19,65,r
11,17,53,r
14,18,56,r
14,18,57,r
66,33,10,b
75,35,8,b
61,31,12,b
66,31,10,b
75,34,8,b
70,32,11,b
62,28,7,b
67,30,7,b
56,25,8,b
62,77,79,w
64,78,80,w
63,77,79,w
61,71,72,w
47,58,60,w
67,76,78,w
68,72,69,w
66,73,73,w
64,70,71,w
20,47,13,g
21,47,12,g
23,47,12,g
18,44,11,g
20,46,11,g
21,45,11,g
19,40,7,g
18,41,6,g
21,42,10,g
12,34,111,o
6,28,107,o
6,28,109,o
9,31,107,o
5,26,106,o
5,26,108,o
6,26,98,o
4,24,101,o
13,32,113,o
1,142,169,y
1,141,173,y
0,139,172,y
0,139,166,y
1,139,168,y
0,136,169,y
0,134,161,y
0,134,164,y
0,132,161,y
22,29,154,r
16,22,158,r
11,18,160,r
13,22,155,r
10,17,157,r
10,16,157,r
18,21,148,r
28,21,147,r
27,20,146,r
186,89,26,b
193,89,27,b
198,84,13,b
185,80,22,b
195,79,10,b
201,79,7,b
186,75,15,b
200,81,13,b
206,82,12,b
125,129,133,w
125,126,133,w
124,125,134,w
126,125,129,w
125,124,130,w
125,122,129,w
126,122,124,w
128,121,124,w
126,119,123,w
56,103,28,g
48,100,18,g
49,99,19,g
49,96,19,g
49,97,16,g
48,95,18,g
45,91,12,g
50,94,12,g
50,92,13,g
21,83,228,o
0,71,235,o
0,69,236,o
1,66,225,o
0,66,230,o
0,66,232,o
0,59,219,o
0,60,222,o
0,59,224,o
0,86,130,y
0,86,132,y
0,85,131,y
0,83,127,y
0,84,128,y
0,81,128,y
0,80,120,y
0,80,123,y
0,79,123,y
11,18,77,r
11,15,78,r
10,14,77,r
8,13,79,r
8,11,77,r
9,11,75,r
7,13,74,r
12,11,73,r
12,12,70,r
87,37,9,b
94,37,8,b
95,36,9,b
88,35,6,b
94,35,4,b
91,33,4,b
85,33,5,b
